Downloaded from wid.world on 25-07-2024 at 16:25:00
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;1995;0.4958
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;1996;0.4958
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;1997;0.4958
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.4958
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.4958
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.4958
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2001;0.5098
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2002;0.5198
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2003;0.4846
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2004;0.4664
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2005;0.45
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2006;0.4381
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2007;0.4576
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2008;0.4592
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2009;0.427
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2010;0.4398
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2011;0.4244
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2012;0.3937
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2013;0.4039
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2014;0.4052
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2015;0.4297
Argentina;"shweal_p90p100_z_AR
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1995;0.6435
Argentina;"shweal_p90p100_z_AR
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1996;0.6472
Argentina;"shweal_p90p100_z_AR
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1997;0.6499
Argentina;"shweal_p90p100_z_AR
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1998;0.6454
Argentina;"shweal_p90p100_z_AR
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1999;0.644
Argentina;"shweal_p90p100_z_AR
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2000;0.6392
Argentina;"shweal_p90p100_z_AR
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2001;0.6152
Argentina;"shweal_p90p100_z_AR
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2002;0.629
Argentina;"shweal_p90p100_z_AR
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2003;0.644
Argentina;"shweal_p90p100_z_AR
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2004;0.6472
Argentina;"shweal_p90p100_z_AR
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2005;0.5914
Argentina;"shweal_p90p100_z_AR
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2006;0.7742
Argentina;"shweal_p90p100_z_AR
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2007;0.6515
Argentina;"shweal_p90p100_z_AR
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2008;0.6072
Argentina;"shweal_p90p100_z_AR
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2009;0.7592
Argentina;"shweal_p90p100_z_AR
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2010;0.5925
Argentina;"shweal_p90p100_z_AR
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2011;0.6704
Argentina;"shweal_p90p100_z_AR
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2012;0.5781
Argentina;"shweal_p90p100_z_AR
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2013;0.5876
Argentina;"shweal_p90p100_z_AR
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2014;0.5848
Argentina;"shweal_p90p100_z_AR
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2015;0.5848
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;1995;0.3087
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;1996;0.3094
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;1997;0.3034
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.3107
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.3115
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.3189
